url	group	tier	current_length	proposed_length	rule	current_title	proposed_title
https://www.tamsenfadal.com/blog/why-you-cant-sleep-anymore-and-what-to-actually-do-about-it	blog	editorial	82	66	truncated	Why You Can't Sleep Anymore and What to Actually Do About It | Blog | Tamsen Fadal	Why You Can't Sleep Anymore and What to Actually Do | Tamsen Fadal
https://www.tamsenfadal.com/podcast/do-me-and-ira-ever-fight-your-spiciest-questions-answered	podcast	auto	81	55	unchanged	All Your Relationship Questions Answered | The Tamsen Show Podcast | Tamsen Fadal	All Your Relationship Questions Answered | Tamsen Fadal
https://www.tamsenfadal.com/blog/colette-courtion-on-prioritizing-sexual-health-in-menopause	blog	editorial	81	64	truncated	Colette Courtion on Prioritizing Sexual Health in Menopause | Blog | Tamsen Fadal	Colette Courtion on Prioritizing Sexual Health in | Tamsen Fadal
https://www.tamsenfadal.com/blog/i-didnt-expect-belly-fat-to-affect-my-confidence-this-much	blog	editorial	81	69	truncated	I Didn't Expect Belly Fat to Affect My Confidence This Much | Blog | Tamsen Fadal	I Didn't Expect Belly Fat to Affect My Confidence This | Tamsen Fadal
https://www.tamsenfadal.com/blog/is-it-just-stress-or-is-it-perimenopause-the-tamsen-show	blog	auto	81	56	unchanged	Is It Just Stress Or Is It Perimenopause? | The Tamsen Show | Blog | Tamsen Fadal	Is It Just Stress Or Is It Perimenopause? | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-fertility-conversation-you-should-have-had-a-decade-ago	blog	editorial	81	70	truncated	The Fertility Conversation You Should Have Had a Decade Ago | Blog | Tamsen Fadal	The Fertility Conversation You Should Have Had a Decade | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-im-letting-go-of-and-what-im-bringing-in-this-spring	blog	editorial	81	67	truncated	What I'm Letting Go of and What I'm Bringing in This Spring | Blog | Tamsen Fadal	What I'm Letting Go of and What I'm Bringing in This | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-no-one-tells-you-about-reinventing-yourself-in-midlife	blog	editorial	81	66	truncated	What No One Tells You About Reinventing Yourself in Midlife | Blog | Tamsen Fadal	What No One Tells You About Reinventing Yourself in | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-you-feel-stuck-and-what-nobodys-telling-you-about-it	blog	editorial	81	70	truncated	Why You Feel Stuck (And What Nobody's Telling You About It) | Blog | Tamsen Fadal	Why You Feel Stuck (And What Nobody's Telling You About | Tamsen Fadal
https://www.tamsenfadal.com/blog/you-need-to-try-this-simple-science-backed-workout-routine	blog	editorial	81	66	truncated	You need to try this simple, science-backed workout routine | Blog | Tamsen Fadal	You need to try this simple, science-backed workout | Tamsen Fadal
https://www.tamsenfadal.com/shop	static	editorial	80	66	truncated	Menopause Shop | Science-Backed Products by Women's Health Advocate Tamsen Fadal	Menopause Shop | Science-Backed Products by Women's | Tamsen Fadal
https://www.tamsenfadal.com/press	static	editorial	80	69	truncated	Press & Media | Tamsen Fadal Featured in Forbes, Today Show & The New York Times	Press & Media | Tamsen Fadal Featured in Forbes, Today | Tamsen Fadal
https://www.tamsenfadal.com/blog/10-questions-to-ask-before-you-pick-a-menopause-specialist	blog	editorial	80	62	truncated	10 Questions to Ask Before You Pick a Menopause Specialist | Blog | Tamsen Fadal	10 Questions to Ask Before You Pick a Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/everything-you-need-to-know-about-gsm-and-vaginal-estrogen	blog	editorial	80	64	truncated	Everything You Need to Know About GSM and Vaginal Estrogen | Blog | Tamsen Fadal	Everything You Need to Know About GSM and Vaginal | Tamsen Fadal
https://www.tamsenfadal.com/blog/4-supplements-that-have-helped-me-in-my-menopause-journey	blog	editorial	79	64	truncated	4 Supplements That Have Helped Me In My Menopause Journey | Blog | Tamsen Fadal	4 Supplements That Have Helped Me In My Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/if-you-are-quietly-quitting-you-need-to-hear-this-first	blog	editorial	79	65	truncated	If You Are Quietly Quitting, You Need To Hear This First  | Blog | Tamsen Fadal	If You Are Quietly Quitting, You Need To Hear This | Tamsen Fadal
https://www.tamsenfadal.com/blog/reduce-inflammation-in-menopause-with-these-7-power-foods	blog	auto	79	47	drop-guest-clause	Reduce Inflammation in Menopause with These 7 Power Foods | Blog | Tamsen Fadal	Reduce Inflammation in Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/testosterone-is-a-womans-hormone-too-the-tamsen-show	blog	auto	79	54	unchanged	Testosterone Is a Woman‚Äôs Hormone Too | The Tamsen Show | Blog | Tamsen Fadal	Testosterone Is a Woman‚Äôs Hormone Too | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-im-learning-about-friendship-in-this-season-of-life	blog	editorial	79	67	truncated	What I’m Learning About Friendship in This Season of Life | Blog | Tamsen Fadal	What I’m Learning About Friendship in This Season of | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-you-should-unfollow-your-passion-with-terri-trespicio	blog	auto	79	51	drop-guest-clause	Why You Should Unfollow Your Passion with Terri Trespicio | Blog | Tamsen Fadal	Why You Should Unfollow Your Passion | Tamsen Fadal
https://www.tamsenfadal.com/blog/dietary-changes-to-help-menopause-symptoms	blog	editorial	78	62	truncated	6 Simple Dietary Changes to Ease Your Menopause Symptoms | Blog | Tamsen Fadal	6 Simple Dietary Changes to Ease Your Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-change-your-life-today-with-sara-schulting-kranz	blog	auto	78	44	drop-guest-clause	How To Change Your Life Today with Sara Schulting Kranz! | Blog | Tamsen Fadal	How To Change Your Life Today | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-shatter-the-taboo-of-menopause-with-natalie-waltz	blog	auto	78	52	drop-guest-clause	How To Shatter the Taboo of Menopause with Natalie Waltz | Blog | Tamsen Fadal	How To Shatter the Taboo of Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-hair-conversation-women-are-still-too-afraid-to-have	blog	editorial	78	66	truncated	The Hair Conversation Women Are Still Too Afraid to Have | Blog | Tamsen Fadal	The Hair Conversation Women Are Still Too Afraid to | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-hormone-nobody-told-women-they-were-supposed-to-have	blog	editorial	78	66	truncated	The Hormone Nobody Told Women They Were Supposed to Have | Blog | Tamsen Fadal	The Hormone Nobody Told Women They Were Supposed to | Tamsen Fadal
https://www.tamsenfadal.com/blog/unapologetically-speak-up-at-work-about-menopause	blog	editorial	78	61	truncated	How to Unapologetically Speak Up At Work About Menopause | Blog | Tamsen Fadal	How to Unapologetically Speak Up At Work About | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub/guia-para-hombres-sobre-la-menopausia	hub	auto	78	52	unchanged	Guía para hombres sobre la menopausia | Menopause Education Hub | Tamsen Fadal	Guía para hombres sobre la menopausia | Tamsen Fadal
https://www.tamsenfadal.com/menopause-support-provider-directory/physician-referral-form	static	editorial	77	67	truncated	Physician Referral Form | Menopause Support Provider Directory | Tamsen Fadal	Physician Referral Form | Menopause Support Provider | Tamsen Fadal
https://www.tamsenfadal.com/blog/7-symptoms-of-menopause-i-wish-i-knew-sooner	blog	auto	77	70	unchanged	7 Surprising Symptoms of Menopause I WISH I Knew Sooner | Blog | Tamsen Fadal	7 Surprising Symptoms of Menopause I WISH I Knew Sooner | Tamsen Fadal
https://www.tamsenfadal.com/blog/emma-heming-willis-is-ending-the-stigma-around-dementia	blog	auto	77	70	unchanged	Emma Heming Willis is Ending the Stigma Around Dementia | Blog | Tamsen Fadal	Emma Heming Willis is Ending the Stigma Around Dementia | Tamsen Fadal
https://www.tamsenfadal.com/blog/everything-you-need-to-know-about-your-gut-in-menopause	blog	auto	77	70	unchanged	Everything You Need to Know About Your Gut in Menopause | Blog | Tamsen Fadal	Everything You Need to Know About Your Gut in Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-list-making-can-be-your-superpower-with-paula-rizzo	blog	auto	77	70	unchanged	How List-Making Can Be Your SUPERPOWER with Paula Rizzo | Blog | Tamsen Fadal	How List-Making Can Be Your SUPERPOWER with Paula Rizzo | Tamsen Fadal
https://www.tamsenfadal.com/blog/its-time-to-embrace-the-superage-with-bradley-schurman	blog	auto	77	70	unchanged	It's Time To Embrace the Superage with Bradley Schurman | Blog | Tamsen Fadal	It's Time To Embrace the Superage with Bradley Schurman | Tamsen Fadal
https://www.tamsenfadal.com/blog/roar-into-the-second-half-of-life-with-michael-clinton	blog	auto	77	70	unchanged	Roar into the Second Half of Life! with Michael Clinton | Blog | Tamsen Fadal	Roar into the Second Half of Life! with Michael Clinton | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-if-youre-not-the-problem-but-the-programming-is	blog	auto	77	70	unchanged	What If You're Not the Problem, But the Programming Is? | Blog | Tamsen Fadal	What If You're Not the Problem, But the Programming Is? | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-you-need-to-know-about-hormone-replacement-therapy-hrt-with-dr-sharon-malone	blog	auto	77	70	unchanged	What You Need to know About Hormone Replacement Therapy | Blog | Tamsen Fadal	What You Need to know About Hormone Replacement Therapy | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-exercise-can-literally-change-your-brain-at-any-age	blog	auto	77	70	unchanged	Why Exercise Can Literally Change Your Brain at Any Age | Blog | Tamsen Fadal	Why Exercise Can Literally Change Your Brain at Any Age | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-i-stopped-counting-calories-and-what-i-do-instead	blog	auto	77	70	unchanged	Why I stopped counting calories (and what I do instead) | Blog | Tamsen Fadal	Why I stopped counting calories (and what I do instead) | Tamsen Fadal
https://www.tamsenfadal.com/blog/get-your-hair-and-skin-back-during-menopause	blog	auto	76	69	unchanged	9 Ways to Get Your Hair and Skin Back During Menopause | Blog | Tamsen Fadal	9 Ways to Get Your Hair and Skin Back During Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-do-you-build-financial-independence-after-divorce	blog	auto	76	69	unchanged	How Do You Build Financial Independence After Divorce? | Blog | Tamsen Fadal	How Do You Build Financial Independence After Divorce? | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-fix-your-diet-and-stop-weight-gain-in-menopause-dr-anna-cabeca	blog	auto	76	69	unchanged	How To Fix Your Diet and Stop Weight Gain in Menopause | Blog | Tamsen Fadal	How To Fix Your Diet and Stop Weight Gain in Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-7-things-every-woman-needs-to-know-about-her-heart	blog	auto	76	69	unchanged	The 7 Things Every Woman Needs to Know About Her Heart | Blog | Tamsen Fadal	The 7 Things Every Woman Needs to Know About Her Heart | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-space-between-who-you-were-and-who-youre-becoming	blog	auto	76	69	unchanged	The Space Between Who You Were and Who You’re Becoming | Blog | Tamsen Fadal	The Space Between Who You Were and Who You’re Becoming | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-alcohol-is-actually-doing-to-your-body-in-midlife	blog	auto	76	69	unchanged	What Alcohol Is Actually Doing to Your Body in Midlife | Blog | Tamsen Fadal	What Alcohol Is Actually Doing to Your Body in Midlife | Tamsen Fadal
https://www.tamsenfadal.com/podcast/i-thought-i-could-skip-menopause	podcast	auto	75	49	unchanged	"I Thought I Would Skip Menopause" | The Tamsen Show Podcast | Tamsen Fadal	"I Thought I Would Skip Menopause" | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-eat-to-curb-alcohol-cravings-the-tamsen-show	blog	auto	75	50	unchanged	How to Eat to Curb Alcohol Cravings | The Tamsen Show | Blog | Tamsen Fadal	How to Eat to Curb Alcohol Cravings | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-redefine-your-life-after-50-with-david-stewart	blog	auto	75	68	unchanged	How to Redefine Your Life After 50 with David Stewart | Blog | Tamsen Fadal	How to Redefine Your Life After 50 with David Stewart | Tamsen Fadal
https://www.tamsenfadal.com/blog/5-things-every-woman-should-know-about-perimenopause	blog	auto	74	67	unchanged	5 Things Every Woman Should Know About Perimenopause | Blog | Tamsen Fadal	5 Things Every Woman Should Know About Perimenopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/beat-belly-fat-and-feel-great-through-menopause	blog	auto	74	67	unchanged	How to Beat Belly Fat + Feel GREAT Through Menopause | Blog | Tamsen Fadal	How to Beat Belly Fat + Feel GREAT Through Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-do-you-know-when-a-relationship-is-changing-you	blog	auto	74	67	unchanged	How Do You Know When a Relationship Is Changing You? | Blog | Tamsen Fadal	How Do You Know When a Relationship Is Changing You? | Tamsen Fadal
https://www.tamsenfadal.com/blog/j-t-odonnell-is-here-with-career-advice-that-works	blog	auto	74	67	unchanged	J.T. O'Donnell Is Here With Career Advice That Works | Blog | Tamsen Fadal	J.T. O'Donnell Is Here With Career Advice That Works | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-talk-show-no-one-would-greenlight-until-they-did	blog	auto	74	67	unchanged	The Talk Show No One Would Greenlight…Until They Did | Blog | Tamsen Fadal	The Talk Show No One Would Greenlight…Until They Did | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub/how-to-reclaim-your-relationships	hub	auto	74	48	unchanged	How to Reclaim Your Relationships | Menopause Education Hub | Tamsen Fadal	How to Reclaim Your Relationships | Tamsen Fadal
https://www.tamsenfadal.com/blog/best-natural-menopause-supplements-that-really-work	blog	auto	73	66	unchanged	Best Natural Menopause Supplements That REALLY Work | Blog | Tamsen Fadal	Best Natural Menopause Supplements That REALLY Work | Tamsen Fadal
https://www.tamsenfadal.com/blog/dr-shelby-harris-menopause-masterclass	blog	auto	73	66	unchanged	I can‚Äôt sleep because of menopause, what do I do? | Blog | Tamsen Fadal	I can‚Äôt sleep because of menopause, what do I do? | Tamsen Fadal
https://www.tamsenfadal.com/blog/how-to-improve-your-memory-build-an-ageless-brain	blog	auto	73	66	unchanged	How to Improve Your Memory + Build an Ageless Brain | Blog | Tamsen Fadal	How to Improve Your Memory + Build an Ageless Brain | Tamsen Fadal
https://www.tamsenfadal.com/blog/saunas-and-weight-management-during-menopause	blog	auto	73	66	unchanged	Can Saunas Help You Manage Weight During Menopause? | Blog | Tamsen Fadal	Can Saunas Help You Manage Weight During Menopause? | Tamsen Fadal
https://www.tamsenfadal.com/blog/the-nutrition-advice-women-actually-need-in-midlife	blog	auto	73	66	unchanged	The Nutrition Advice Women Actually Need in Midlife | Blog | Tamsen Fadal	The Nutrition Advice Women Actually Need in Midlife | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-butterflies-can-be-a-red-flag-in-midlife-dating	blog	auto	73	66	unchanged	Why Butterflies Can Be a Red Flag in Midlife Dating | Blog | Tamsen Fadal	Why Butterflies Can Be a Red Flag in Midlife Dating | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub	static	editorial	72	59	truncated	Free Menopause Education Hub | Expert Guides & Resources by Tamsen Fadal	Free Menopause Education Hub | Expert Guides | Tamsen Fadal
https://www.tamsenfadal.com/menopause-support-provider-directory	static	editorial	72	66	truncated	Menopause Provider Directory by Tamsen Fadal | Find Specialists Near You	Menopause Provider Directory by Tamsen Fadal | Find | Tamsen Fadal
https://www.tamsenfadal.com/podcast/how-to-lead-without-apologizing	podcast	auto	72	46	unchanged	How To Lead Without Apologizing | The Tamsen Show Podcast | Tamsen Fadal	How To Lead Without Apologizing | Tamsen Fadal
https://www.tamsenfadal.com/blog/5-red-flags-in-relationships-that-are-easy-to-miss	blog	auto	72	65	unchanged	5 Red Flags in Relationships That Are Easy to Miss | Blog | Tamsen Fadal	5 Red Flags in Relationships That Are Easy to Miss | Tamsen Fadal
https://www.tamsenfadal.com/blog/dr-stephanie-faubion-how-to-relieve-hot-flashes-and-stay-happy-during-menopause	blog	auto	72	65	unchanged	How To Relieve Hot Flashes and Thrive In Menopause | Blog | Tamsen Fadal	How To Relieve Hot Flashes and Thrive In Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/it-is-not-cheating-to-use-a-glp-1-in-perimenopause	blog	auto	72	65	unchanged	It Is NOT Cheating to Use a GLP-1 in Perimenopause | Blog | Tamsen Fadal	It Is NOT Cheating to Use a GLP-1 in Perimenopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/productivity-hacks-to-save-time-with-andrew-mellen	blog	auto	72	65	unchanged	Productivity Hacks To Save Time with Andrew Mellen | Blog | Tamsen Fadal	Productivity Hacks To Save Time with Andrew Mellen | Tamsen Fadal
https://www.tamsenfadal.com/blog/what-nobody-tells-you-about-confidence-in-your-50s	blog	auto	72	65	unchanged	What Nobody Tells You About Confidence in Your 50s | Blog | Tamsen Fadal	What Nobody Tells You About Confidence in Your 50s | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub/como-afrontar-la-perimenopausia	hub	auto	72	46	unchanged	Cómo Afrontar la Perimenopausia | Menopause Education Hub | Tamsen Fadal	Cómo Afrontar la Perimenopausia | Tamsen Fadal
https://www.tamsenfadal.com/menopause-education-hub/como-prosperar-en-la-menopausia	hub	auto	72	46	unchanged	Cómo prosperar en la menopausia | Menopause Education Hub | Tamsen Fadal	Cómo prosperar en la menopausia | Tamsen Fadal
https://www.tamsenfadal.com/blog/hrt-alternatives	blog	auto	71	64	unchanged	What to Do When Hormone Therapy Isn‚Äôt an Option | Blog | Tamsen Fadal	What to Do When Hormone Therapy Isn‚Äôt an Option | Tamsen Fadal
https://www.tamsenfadal.com/blog/menopause-and-caring-for-aging-parents	blog	auto	71	64	unchanged	When Menopause & Caring for Aging Parents Collide | Blog | Tamsen Fadal	When Menopause & Caring for Aging Parents Collide | Tamsen Fadal
https://www.tamsenfadal.com/blog/symptoms-of-menopausal-decreased-fertility	blog	auto	71	64	unchanged	Symptoms of (peri) Menopause: Decreased Fertility | Blog | Tamsen Fadal	Symptoms of (peri) Menopause: Decreased Fertility | Tamsen Fadal
https://www.tamsenfadal.com/blog/this-is-why-you-should-be-excited-about-menopause	blog	auto	71	64	unchanged	This is Why You Should be Excited About Menopause | Blog | Tamsen Fadal	This is Why You Should be Excited About Menopause | Tamsen Fadal
https://www.tamsenfadal.com/blog/why-does-making-friends-as-an-adult-feel-so-hard	blog	auto	71	64	unchanged	Why Does Making Friends as an Adult Feel So Hard? | Blog | Tamsen Fadal	Why Does Making Friends as an Adult Feel So Hard? | Tamsen Fadal
